portfolio_id,return
PF00001001,0.025045500000000026
PF00001004,0.02495460000000003
PF00001009,0.024973500000000023
PF00001013,0.024953400000000004
PF00001014,0.02493419999999999
PF00001015,0.025071600000000006
PF00001017,0.02493720000000001
PF00001023,0.02492700000000002
PF00001024,0.02494379999999999
PF00001025,0.05713979999999999
PF00001028,0.02516219999999999
PF00001032,0.02492700000000002
PF00001036,0.024954000000000035
PF00001041,0.02509350000000002
PF00001045,0.024952200000000025
PF00001047,0.024957900000000026
PF00001049,0.02510069999999998
PF00001053,0.05754719999999998
PF00001060,0.025111559999999988
PF00001067,0.02522501999999999
PF00001068,0.025071600000000024
PF00001069,0.02501010000000002
PF00001077,0.024983100000000025
PF00001078,0.025239839999999982
PF00001085,0.025379699999999977
PF00001086,0.05741819999999999
PF00001087,0.02533776
PF00001088,0.025664939999999973
PF00001092,0.025548299999999996
PF00001095,0.025382940000000017
PF00001099,0.025055759999999986
PF00001100,0.025305120000000007
PF00001104,0.02533842000000002
PF00001105,0.0265644
PF00001107,0.026475060000000016
PF00001108,0.05706540000000003
PF00001112,0.02641158000000001
PF00001119,0.02670443999999996
PF00001123,0.02670443999999996
PF00001126,0.026582040000000005
PF00001132,0.025449360000000018
PF00001135,0.025337459999999992
PF00001145,0.02524284000000003
PF00001148,0.0255147
PF00001153,0.025316459999999975
PF00001155,0.057938399999999994
PF00001161,0.025278179999999997
PF00001164,0.02528687999999998
PF00001165,0.02526419999999998
PF00001171,0.057983400000000074
PF00001178,0.025247459999999982
PF00001179,0.030278400000000004
PF00001180,0.057855000000000045
PF00001194,0.025177080000000025
PF00001199,0.02529948
PF00001198,0.02588394000000002
PF00001203,0.02517678000000001
PF00001204,0.025184460000000006
PF00001209,0.05816880000000003
PF00001210,0.025296719999999998
PF00001218,0.025294380000000012
PF00001220,0.025500419999999996
PF00001223,0.02537999999999999
PF00001225,0.02529293999999999
PF00001227,0.025365479999999985
PF00001230,0.05815560000000003
PF00001233,0.025425900000000005
PF00001236,0.025305539999999987
PF00001238,0.025305179999999986
PF00001239,0.05778719999999998
PF00001241,0.05798040000000002
PF00001243,0.02531388
PF00001244,0.025257059999999987
PF00001245,0.05795579999999997
PF00001253,0.02526930000000001
PF00001255,0.02526089999999999
PF00001258,0.025265279999999994
PF00001260,0.025297260000000002
PF00001262,0.025297260000000002
PF00001264,0.025286159999999988
PF00001265,0.025292279999999976
PF00001270,0.05796179999999996
PF00001274,0.025371720000000004
PF00001277,0.02542386000000001
PF00001282,0.025385880000000006
PF00001283,0.02535311999999999
PF00001285,0.02539308000000002
PF00001288,0.025331700000000016
PF00001290,0.025336920000000006
PF00001294,0.025333440000000006
PF00001296,0.02545104000000001
PF00001303,0.02538377999999997
PF00001305,0.025395060000000004
PF00001306,0.025395060000000004
PF00001309,0.02539026
PF00001310,0.025358999999999993
PF00001312,0.025378800000000007
PF00001313,0.056857200000000024
PF00001316,0.025378320000000003
PF00001319,0.02539734000000003
PF00001324,0.02536374
PF00001325,0.02539698000000001
PF00001331,0.025369379999999997
PF00001333,0.05498040000000003
PF00001334,0.0253938
PF00001335,0.02541551999999999
PF00001340,0.025441439999999996
PF00001345,0.02550143999999999
PF00001348,0.056386799999999966
PF00001352,0.025455239999999987
PF00001354,0.025465439999999964
PF00001355,0.054885
PF00001356,0.05493240000000002
PF00001368,0.02539608000000004
PF00001370,0.02550492
PF00001372,0.025461480000000033
PF00001375,0.0254052
PF00001382,0.025898880000000023
PF00001384,0.025630680000000017
PF00001388,0.025913279999999976
PF00001389,0.02588532000000003
PF00001391,0.025925039999999976
PF00001412,0.04793016000000005
PF00001419,0.05525519999999998
PF00001424,0.029203199999999974
PF00001427,0.029316959999999965
PF00001428,0.026455320000000015
PF00001430,0.029338140000000002
PF00001432,0.0498636
PF00001433,0.029319240000000028
PF00001438,0.029375640000000005
PF00001440,0.055265999999999996
PF00001441,0.028407119999999998
PF00001446,0.028611420000000002
PF00001450,0.02869691999999998
PF00001453,0.04857144000000001
PF00001456,0.028654079999999964
PF00001458,0.02863667999999997
PF00001463,0.054936000000000026
PF00001464,0.02857889999999999
PF00001471,0.05483520000000004
PF00001473,0.028576052400000024
PF00001474,0.054859200000000045
PF00001480,0.028951920000000006
PF00001486,0.054912600000000034
PF00001493,0.05493000000000002
PF00001494,0.03126411239999999
PF00001497,0.03149148000000004
PF00001500,0.03137454000000003
PF00001503,0.05495580000000004
PF00001505,0.03113502000000001
PF00001508,0.03113502000000001
PF00001510,0.031544099999999985
PF00001511,0.03181337999999998
PF00001512,0.05504940000000007
PF00001515,0.03173909999999998
PF00001516,0.05502360000000005
PF00001519,0.05478060000000004
PF00001522,0.032414760000000035
PF00001529,0.03268890000000004
PF00001532,0.033020220000000045
PF00001535,0.03266514000000003
PF00001536,0.032141340000000046
PF00001537,0.03233022000000004
PF00001540,0.055399199999999954
PF00001541,0.032146860000000055
PF00001542,0.05540639999999994
PF00001547,0.031759080000000016
PF00001550,0.05580840000000001
PF00001553,0.03270738000000004
PF00001556,0.03222924000000002
PF00001561,0.0558504
PF00001564,0.05585700000000002
PF00001565,0.03322164
PF00001569,0.03478608000000004
PF00001572,0.05609400000000006
PF00001575,0.035049779999999996
PF00001578,0.03501659999999998
PF00001579,0.05610480000000005
PF00001583,0.035097300000000026
PF00001589,0.03479880000000001
PF00001590,0.055863599999999985
PF00001592,0.03483443999999998
PF00001593,0.05596259999999997
PF00001597,0.03487854
PF00001599,0.03456881999999996
PF00001614,0.037085879999999995
PF00001618,0.037275359999999993
PF00001619,0.03732419999999998
PF00001629,0.037283999999999935
PF00001626,0.03672587999999997
PF00001628,0.03731219999999994
PF00001631,0.058107599999999954
PF00001632,0.037305899999999934
PF00001633,0.03656525999999999
PF00001635,0.03725759999999994
PF00001642,0.037212660000000015
PF00001648,0.03721884000000001
PF00001654,0.03464489999999993
PF00001655,0.03588930000000003
PF00001656,0.03464489999999993
PF00001660,0.03760319999999999
PF00001661,0.05889119999999999
PF00001665,0.03805716000000002
PF00001667,0.059019600000000005
PF00001677,0.05913900000000002
PF00001682,0.04018583999999997
PF00001690,0.04178579999999995
PF00001693,0.040491299999999966
PF00001711,0.04066236000000004
PF00001712,0.040534020000000046
PF00001713,0.04055172000000001
PF00001714,0.040580339999999986
PF00001719,0.040575839999999974
PF00001728,0.041875079999999974
PF00001729,0.042050100000000014
PF00001731,0.061638
PF00001732,0.042335639999999994
PF00001745,0.0440547
PF00001749,0.04382519999999995
PF00001751,0.0631944
PF00001754,0.043851299999999996
PF00001756,0.04428419999999999
PF00001765,0.0435657
PF00001767,0.043345199999999966
PF00001768,0.06442800000000004
PF00001770,0.04335419999999998
PF00001772,0.04386180000000002
PF00001774,0.04368119999999997
PF00001776,0.04369019999999997
PF00001779,0.06497520000000008
PF00001786,0.06487680000000004
PF00001787,0.04352429999999998
PF00001789,0.04391159999999998
PF00001792,0.04344359999999999
PF00001793,0.06519359999999999
PF00001797,0.042140099999999965
PF00001801,0.042557999999999936
PF00001805,0.043194899999999974
PF00001807,0.0652536
PF00001808,0.043194899999999974
PF00001809,0.04355459999999999
PF00001813,0.04335539999999996
PF00001819,0.04439520000000001
PF00001820,0.04439579999999999
PF00001824,0.04470060000000002
PF00001834,0.04643099999999999
PF00001837,0.06539640000000002
PF00001841,0.04638990000000004
PF00001842,0.046306800000000016
PF00001844,0.04665479999999991
PF00001846,0.04640550000000004
PF00001847,0.046426499999999996
PF00001848,0.045754800000000026
PF00001849,0.04604879999999998
PF00001854,0.04539810000000002
PF00001857,0.04553700000000002
PF00001863,0.04651500000000002
PF00001865,0.04621680000000003
PF00001867,0.04730160000000004
PF00001868,0.046587300000000026
PF00001869,0.04632900000000003
PF00001875,0.04643400000000002
PF00001878,0.0659268000000001
PF00001879,0.04636650000000004
PF00001880,0.046398
PF00001886,0.046074599999999986
PF00001887,0.04609139999999999
